DR_NO;Date Rptd;DATE OCC;TIME OCC;AREA;AREA NAME;Rpt Dist No;Part 1-2;Crm Cd;Crm Cd Desc;Mocodes;Vict Age;Vict Sex;Vict Descent;Premis Cd;Premis Desc;Weapon Used Cd;Weapon Desc;Status;Status Desc;Crm Cd 1;Crm Cd 2;Crm Cd 3;Crm Cd 4;LOCATION;Cross Street;LAT;LON
232112058;07/25/2023 12:00:00 AM;04/26/2020 12:00:00 AM;2110;21;Topanga;2198;2;956;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD;1906;17;F;W;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;956;;;;4500    CEZANNE                      AV;;341.484;-1.186.033
201508206;03/27/2020 12:00:00 AM;03/27/2020 12:00:00 AM;1700;15;N Hollywood;1529;2;624;BATTERY - SIMPLE ASSAULT;0400 0416 0444 1810;44;M;H;510;NURSING/CONVALESCENT/RETIREMENT HOME;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;624;;;;6100    VINELAND                     AV;;341.813;-1.183.703
202007570;03/15/2020 12:00:00 AM;03/15/2020 12:00:00 AM;1920;20;Olympic;2004;1;210;ROBBERY;1309 1402 1407 1419 0344 0312 0334 0302 1822 0355;0;X;X;101;STREET;102;HAND GUN;AA;Adult Arrest;210;998;;;4700    CLINTON                      ST;;340.817;-1.183.046
202015901;10/15/2020 12:00:00 AM;10/14/2020 12:00:00 AM;500;20;Olympic;2069;1;330;BURGLARY FROM VEHICLE;0344 1822 1266 0329 1307;34;M;H;101;STREET;;;IC;Invest Cont;330;;;;OLYMPIC                      BL;ELDEN                        AV;340.524;-1.182.877
201510332;05/21/2020 12:00:00 AM;05/19/2020 12:00:00 AM;500;15;N Hollywood;1525;1;480;BIKE - STOLEN;344;40;F;H;707;GARAGE/CARPORT;;;IC;Invest Cont;480;;;;11800    HAMLIN                       ST;;341.888;-1.183.899
201413816;07/15/2020 12:00:00 AM;07/15/2020 12:00:00 AM;400;14;Pacific;1438;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER);0344 1300 1606;34;M;O;707;GARAGE/CARPORT;;;IC;Invest Cont;420;;;;10900    PALMS                        BL;;340.219;-1.184.169
201421337;12/08/2020 0:00;12/07/2020 0:00;1530;14;Pacific;1407;1;510;VEHICLE - STOLEN;;0;;;101;STREET;;;IC;Invest Cont;510;;;;3600    DUNN                         DR;;340.252;-1.184.014
201410043;04/25/2020 12:00:00 AM;04/25/2020 12:00:00 AM;1330;14;Pacific;1443;1;310;BURGLARY;0344 1402 2004 1606;0;X;X;501;SINGLE FAMILY DWELLING;;;AA;Adult Arrest;310;998;;;2100    NARCISSUS                    CT;;339.891;-1.184.601
201907022;03/01/2020 0:00;03/01/2020 0:00;1200;19;Mission;1917;2;900;VIOLATION OF COURT ORDER;2038 2004;45;F;H;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;900;;;;14100    PADDOCK                      ST;;343.132;-1.184.411
201804245;01/05/2020 0:00;01/05/2020 0:00;1845;18;Southeast;1841;2;624;BATTERY - SIMPLE ASSAULT;0400 0444 0602 0913;50;F;H;501;SINGLE FAMILY DWELLING;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;624;;;;800 W  112TH                        ST;;339.334;-1.182.885
201806245;02/09/2020 0:00;02/09/2020 0:00;1400;18;Southeast;1827;2;624;BATTERY - SIMPLE ASSAULT;0913 0416 0429 2004 1218;34;F;B;203;OTHER BUSINESS;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;624;;;;103RD                        ST;WILMINGTON;339.431;-1.182.391
202100658;04/11/2020 0:00;04/11/2020 0:00;1930;21;Topanga;2128;1;230;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT;1419 1402 0302 0919 1822;34;M;W;101;STREET;102;HAND GUN;IC;Invest Cont;230;;;;KESWICK                      ST;WINNETKA                     AV;342.096;-118.571
202013172;08/06/2020 0:00;08/06/2020 0:00;2100;20;Olympic;2014;2;930;CRIMINAL THREATS - NO WEAPON DISPLAYED;0319 0334 0342 0432 0443 0447 1822;19;F;W;102;SIDEWALK;511;VERBAL THREAT;IC;Invest Cont;930;;;;100 S  NORMANDIE                    AV;;340.726;-1.183.029
201711264;07/19/2020 12:00:00 AM;07/19/2020 12:00:00 AM;1000;17;Devonshire;1767;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS);0329 1609;26;F;B;101;STREET;;;IC;Invest Cont;740;;;;RESEDA;SUPERIOR;342.464;-1.185.361
201713054;09/08/2020 0:00;09/08/2020 0:00;1830;17;Devonshire;1747;1;310;BURGLARY;0344 1607 0329;59;F;W;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;IC;Invest Cont;310;;;;10500    BALBOA                       BL;;342.612;-1.185.023
201804524;01/10/2020 0:00;01/10/2020 0:00;1845;18;Southeast;1862;1;440;THEFT PLAIN - PETTY ($950 & UNDER);344;59;F;B;406;OTHER STORE;;;IC;Invest Cont;440;;;;MAIN                         ST;116TH                        ST;339.292;-1.182.739
201313183;06/30/2020 12:00:00 AM;06/29/2020 12:00:00 AM;1830;13;Newton;1377;1;341;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD;344;0;X;X;109;PARK/PLAYGROUND;;;IC;Invest Cont;341;;;;5700    COMPTON                      AV;;339.902;-1.182.478
201807390;02/28/2020 12:00:00 AM;02/21/2020 12:00:00 AM;1600;18;Southeast;1801;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER);1300 0344 1822 0385;0;X;X;101;STREET;;;IC;Invest Cont;420;;;;8800 S  HOOVER                       ST;;33.958;-1.182.869
202111377;07/07/2020 0:00;05/14/2020 12:00:00 AM;600;21;Topanga;2141;2;354;THEFT OF IDENTITY;0923 0935 0929 1822;35;M;W;203;OTHER BUSINESS;;;IC;Invest Cont;354;;;;24600    CALVERT                      ST;;341.883;-1.186.536
201709377;05/23/2020 12:00:00 AM;05/22/2020 12:00:00 AM;2350;17;Devonshire;1735;1;487;BOAT - STOLEN;;0;;;103;ALLEY;;;IC;Invest Cont;487;;;;17600    LOS ALIMOS                   ST;;342.661;-1.185.175
201517330;11/09/2020 0:00;10/09/2020 0:00;1500;15;N Hollywood;1589;1;510;VEHICLE - STOLEN;;0;;;707;GARAGE/CARPORT;;;IC;Invest Cont;510;;;;3700    BARHAM                       BL;;341.389;-1.183.416
201806267;02/09/2020 0:00;02/09/2020 0:00;1730;18;Southeast;1823;1;230;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT;1300 0913 0408 0448;30;F;H;104;DRIVEWAY;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other;230;;;;9500    WALL                         ST;;339.502;-1.182.717
201406846;02/17/2020 12:00:00 AM;02/17/2020 12:00:00 AM;1500;14;Pacific;1444;1;236;INTIMATE PARTNER - AGGRAVATED ASSAULT;1813 0408 0421 0913 1402 2000;19;F;A;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);205;KITCHEN KNIFE;AA;Adult Arrest;236;;;;13600    MARINA POINTE                DR;;339.857;-1.184.435
201422285;12/29/2020 12:00:00 AM;12/29/2020 12:00:00 AM;245;14;Pacific;1412;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS);2004 0329 1609;0;X;X;503;HOTEL;310;CONCRETE BLOCK/BRICK;AA;Adult Arrest;740;;;;00    ROSE                         AV;;339.947;-1.184.803
202018422;12/15/2020 12:00:00 AM;12/13/2020 12:00:00 AM;1230;20;Olympic;2011;1;310;BURGLARY;0394 1607 1822;0;X;X;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);219;SCREWDRIVER;AA;Adult Arrest;310;;;;100 S  MANHATTAN                    PL;;340.711;-1.183.102
201410533;05/05/2020 0:00;05/05/2020 0:00;625;14;Pacific;1415;1;440;THEFT PLAIN - PETTY ($950 & UNDER);0344 0394;51;F;W;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;440;;;;700    COURTLAND                    ST;;34.004;-118.462
201914499;09/14/2020 12:00:00 AM;05/10/2020 0:00;1;19;Mission;1967;2;649;DOCUMENT FORGERY / STOLEN FELONY;923;83;M;W;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;649;;;;13900    KAGEL CANYON                 ST;;342.397;-1.184.365
201518746;12/16/2020 12:00:00 AM;12/15/2020 12:00:00 AM;1830;15;N Hollywood;1545;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER);1300 0344;44;F;W;101;STREET;;;IC;Invest Cont;420;;;;ALBERS;RADFORD;341.703;-1.183.921
201506598;02/22/2020 12:00:00 AM;02/01/2020 0:00;1200;15;N Hollywood;1588;2;354;THEFT OF IDENTITY;0922 0923 1822 1202;75;F;W;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;354;;;;3200    VELMA                        DR;;34.134;-1.183.441
201315935;08/24/2020 12:00:00 AM;08/23/2020 12:00:00 AM;2100;13;Newton;1394;1;510;VEHICLE - STOLEN;;0;;;101;STREET;;;IC;Invest Cont;510;;;;200 E  65TH                         ST;;339.806;-1.182.717
202013296;08/11/2020 0:00;08/11/2020 0:00;616;20;Olympic;2005;1;648;ARSON;;0;M;X;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;IC;Invest Cont;648;;;;400 N  ARDMORE                      AV;;340.777;-1.183.023
202008050;03/29/2020 12:00:00 AM;03/29/2020 12:00:00 AM;230;20;Olympic;2026;2;626;INTIMATE PARTNER - SIMPLE ASSAULT;2000 0400 0416 0444 1241 1821;26;M;K;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other;626;;;;400 S  BERENDO                      ST;;340.654;-1.182.941
201604538;01/14/2020 12:00:00 AM;01/10/2020 0:00;1055;16;Foothill;1656;2;901;VIOLATION OF RESTRAINING ORDER;0913 1501;57;F;W;501;SINGLE FAMILY DWELLING;;;AA;Adult Arrest;901;;;;10100    LANGMUIR                     AV;;342.532;-1.183.086
202007382;03/12/2020 0:00;03/11/2020 0:00;1400;20;Olympic;2039;1;510;VEHICLE - STOLEN;;0;;;101;STREET;;;IC;Invest Cont;510;;;;2900    SUNSET                       PL;;340.608;-118.286
211805708;02/01/2021 0:00;12/01/2020 0:00;1900;18;Southeast;1822;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS);0329 1822 1300;30;F;B;122;VEHICLE, PASSENGER/TRUCK;;;IC;Invest Cont;740;;;;94TH                         ST;WALL                         ST;339.511;-1.182.717
201913597;08/22/2020 12:00:00 AM;08/21/2020 12:00:00 AM;2230;19;Mission;1958;1;310;BURGLARY;1202 0344 0314;61;F;H;707;GARAGE/CARPORT;;;IC;Invest Cont;310;;;;9900    GULLO                        AV;;342.499;-1.184.489
201513435;08/03/2020 0:00;08/01/2020 0:00;1935;15;N Hollywood;1547;1;230;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT;0400 0444 1202 1701 0913 0416 0445 0360;77;M;B;501;SINGLE FAMILY DWELLING;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AA;Adult Arrest;230;;;;11500    CUMPSTON                     ST;;341.697;-1.183.834
202005940;02/10/2020 0:00;01/06/2020 0:00;1100;20;Olympic;2017;2;354;THEFT OF IDENTITY;0100 0930 1822;26;M;W;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;IC;Invest Cont;354;;;;200 S  BERENDO                      ST;;340.709;-1.182.941
201708918;05/09/2020 0:00;05/07/2020 0:00;1400;17;Devonshire;1756;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER);;0;;;101;STREET;;;AA;Adult Arrest;420;;;;17400    MAYALL                       ST;;34.254;-1.185.133
201605631;02/06/2020 0:00;02/06/2020 0:00;2345;16;Foothill;1622;2;888;TRESPASSING;1822 1501;41;M;H;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;888;;;;13600    PAXTON                       ST;;34.272;-1.184.284
201310697;05/11/2020 0:00;05/11/2020 0:00;425;13;Newton;1353;2;624;BATTERY - SIMPLE ASSAULT;0416 1300 1309 1822;26;M;H;222;LAUNDROMAT;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;624;;;;1000 E  VERNON                       AV;;340.039;-1.182.583
201907229;03/06/2020 0:00;03/05/2020 0:00;2000;19;Mission;1988;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER);;0;;;109;PARK/PLAYGROUND;;;IC;Invest Cont;420;;;;ROSCOE                       BL;ALLOTT;342.217;-1.184.278
201420743;11/24/2020 12:00:00 AM;11/14/2020 12:00:00 AM;1200;14;Pacific;1456;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER);0344 1300 1606;55;F;W;707;GARAGE/CARPORT;;;IC;Invest Cont;420;;;;11900    AVON                         WY;;339.956;-118.419
202100774;07/18/2020 12:00:00 AM;07/18/2020 12:00:00 AM;1445;21;Topanga;2157;1;210;ROBBERY;1822 1420 0945 1402 0325 0400;50;M;W;242;DISCOUNT STORE (99 CENT,DOLLAR,ETC.;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AA;Adult Arrest;210;998;;;6800    DE SOTO                      AV;;341.938;-1.185.884
201712225;08/13/2020 12:00:00 AM;08/13/2020 12:00:00 AM;130;17;Devonshire;1753;2;813;CHILD ANNOYING (17YRS & UNDER);1501 1259 1251 1906 0913 1801 2002;17;F;W;501;SINGLE FAMILY DWELLING;;;AO;Adult Other;813;;;;20600    LEMMER                       ST;;342.504;-1.185.842
201705422;02/04/2020 0:00;02/03/2020 0:00;2100;17;Devonshire;1735;1;330;BURGLARY FROM VEHICLE;0344 1608 1602 1501 1607;30;M;O;101;STREET;;;IC;Invest Cont;330;;;;17800    TRIBUNE                      ST;;342.673;-1.185.215
201412748;06/13/2020 12:00:00 AM;06/12/2020 0:00;2300;14;Pacific;1467;1;480;BIKE - STOLEN;344;39;F;W;146;PATIO*;;;IC;Invest Cont;480;;;;5900 W  CENTER                       DR;;339.751;-1.183.873
201914621;09/17/2020 12:00:00 AM;09/17/2020 12:00:00 AM;730;19;Mission;1972;1;236;INTIMATE PARTNER - AGGRAVATED ASSAULT;2000 1309 1814 1310 0913 0906 0416;31;F;H;101;STREET;307;VEHICLE;AA;Adult Arrest;236;;;;NORDHOFF;ORION;342.337;-118.463
202009794;05/16/2020 12:00:00 AM;05/16/2020 12:00:00 AM;1201;20;Olympic;2074;2;624;BATTERY - SIMPLE ASSAULT;1202 2021 0400 0416 0913;61;M;O;108;PARKING LOT;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AA;Adult Arrest;624;;;;2000 W  WASHINGTON                   BL;;340.437;-1.183.029
201707251;03/11/2020 0:00;03/09/2020 0:00;1905;17;Devonshire;1782;1;440;THEFT PLAIN - PETTY ($950 & UNDER);2032 0344 0377;58;F;W;203;OTHER BUSINESS;;;IC;Invest Cont;440;;;;8700    CORBIN                       AV;;342.282;-1.185.623
202108083;04/08/2020 0:00;04/07/2020 0:00;1400;21;Topanga;2172;1;510;VEHICLE - STOLEN;;0;;;108;PARKING LOT;;;IC;Invest Cont;510;;;;VALLEY CIRCLE;VENTURA                      BL;34.167;-1.186.424
201405024;01/18/2020 12:00:00 AM;01/18/2020 12:00:00 AM;100;14;Pacific;1472;1;330;BURGLARY FROM VEHICLE;1300 0344;38;F;W;104;DRIVEWAY;500;UNKNOWN WEAPON/OTHER WEAPON;IC;Invest Cont;330;;;;100    NAPOLEON                     ST;;339.619;-1.184.455
201518353;12/04/2020 0:00;12/04/2020 0:00;2005;15;N Hollywood;1549;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS);329;33;F;H;122;VEHICLE, PASSENGER/TRUCK;;;IC;Invest Cont;740;;;;5500    CAHUENGA                     BL;;34.17;-1.183.616
201405197;01/19/2020 12:00:00 AM;01/19/2020 12:00:00 AM;1030;14;Pacific;1459;1;310;BURGLARY;0344 1606;56;M;B;503;HOTEL;;;IC;Invest Cont;310;;;;4900 S  SEPULVEDA                    BL;;340.004;-1.184.024
201811271;05/17/2020 12:00:00 AM;05/17/2020 12:00:00 AM;1620;18;Southeast;1822;1;230;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT;0919 1822 1300 1307 1310 1609 0329 0445;31;M;H;101;STREET;304;CLUB/BAT;IC;Invest Cont;230;;;;COLDEN;VERMONT;339.469;-1.182.772
201912343;07/20/2020 12:00:00 AM;07/17/2020 12:00:00 AM;1200;19;Mission;1985;2;354;THEFT OF IDENTITY;0929 1822;28;M;H;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;354;;;;14600    RAYEN                        ST;;342.317;-1.184.502
201512986;07/23/2020 12:00:00 AM;07/22/2020 12:00:00 AM;2100;15;N Hollywood;1504;1;510;VEHICLE - STOLEN;;0;;;101;STREET;;;IC;Invest Cont;510;;;;7400    LAUREL CANYON                BL;;342.048;-1.183.965
201711647;07/28/2020 12:00:00 AM;07/28/2020 12:00:00 AM;1930;17;Devonshire;1735;2;930;CRIMINAL THREATS - NO WEAPON DISPLAYED;2003 0913 0361 0421 1501 1202;65;F;W;101;STREET;511;VERBAL THREAT;AA;Adult Arrest;930;;;;17500    HORACE                       ST;;342.697;-1.185.175
201800691;05/01/2020 0:00;05/01/2020 0:00;1000;18;Southeast;1832;2;745;VANDALISM - MISDEAMEANOR ($399 OR UNDER);0329 1822;0;X;X;122;VEHICLE, PASSENGER/TRUCK;;;IC;Invest Cont;745;;;;100 W  108TH                        ST;;339.401;-1.182.761
201912492;07/24/2020 12:00:00 AM;07/24/2020 12:00:00 AM;515;19;Mission;1913;1;330;BURGLARY FROM VEHICLE;1307 0344 1609;31;M;H;121;YARD (RESIDENTIAL/BUSINESS);;;IC;Invest Cont;330;;;;15000    COBALT                       ST;;343.128;-1.184.636
201409689;04/16/2020 12:00:00 AM;04/15/2020 12:00:00 AM;1300;14;Pacific;1463;1;310;BURGLARY;1607 0344;0;X;X;707;GARAGE/CARPORT;;;IC;Invest Cont;310;;;;12700 W  JEFFERSON                    BL;;339.782;-118.422
201405879;02/02/2020 0:00;02/02/2020 0:00;1645;14;Pacific;1487;1;210;ROBBERY;0400 0429 0444 0446 1822 0355 1420;23;M;W;108;PARKING LOT;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;210;;;;8700    LA TIJERA                    BL;;339.583;-1.183.932
202100664;04/18/2020 12:00:00 AM;04/18/2020 12:00:00 AM;300;21;Topanga;2158;1;310;BURGLARY;1420 1609 0344;50;M;W;210;RESTAURANT/FAST FOOD;;;IC;Invest Cont;310;;;;6400    CANOGA                       AV;;341.856;-1.185.975
201812708;06/18/2020 12:00:00 AM;06/17/2020 12:00:00 AM;1900;18;Southeast;1826;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER);;0;;;101;STREET;;;IC;Invest Cont;420;;;;1600 E  CENTURY                      BL;;339.457;-1.182.462
211514314;09/09/2021 0:00;03/01/2020 0:00;1100;15;N Hollywood;1589;2;354;THEFT OF IDENTITY;0928 1822;21;F;W;101;STREET;;;AA;Adult Arrest;354;;;;3600    BARHAM                       BL;;341.362;-118.342
201708381;04/21/2020 12:00:00 AM;03/30/2020 12:00:00 AM;1200;17;Devonshire;1712;2;354;THEFT OF IDENTITY;0924 1820;52;M;W;702;OFFICE BUILDING/OFFICE;;;IC;Invest Cont;354;;;;19300    RINALDI                      ST;;34.275;-1.185.543
202109344;05/14/2020 12:00:00 AM;05/12/2020 0:00;1630;21;Topanga;2146;1;341;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD;1420 0344;35;M;X;203;OTHER BUSINESS;;;AA;Adult Arrest;341;;;;7100    TOPANGA CANYON               BL;;341.992;-1.186.059
202006360;02/19/2020 12:00:00 AM;02/18/2020 12:00:00 AM;910;20;Olympic;2073;1;310;BURGLARY;0344 0358 0352 1607 0321 1822 1202 1221;55;F;A;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;310;;;;2900 W  15TH                         ST;;340.454;-1.183.061
201505308;01/28/2020 12:00:00 AM;01/28/2020 12:00:00 AM;300;15;N Hollywood;1585;1;442;SHOPLIFTING - PETTY THEFT ($950 & UNDER);0325 1309 2028;0;M;O;402;MARKET;;;IC;Invest Cont;442;;;;10900    VENTURA                      BL;;34.143;-1.183.727
201418259;10/04/2020 0:00;10/04/2020 0:00;1400;14;Pacific;1496;1;231;ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER;1822 0416 0400 1402 1212 1309;57;M;W;101;STREET;307;VEHICLE;AA;Adult Arrest;231;998;;;9800    VICKSBURG                    AV;;339.464;-118.394
201414906;08/04/2020 0:00;08/04/2020 0:00;430;14;Pacific;1456;1;320;BURGLARY, ATTEMPTED;1402 1607;35;F;A;501;SINGLE FAMILY DWELLING;;;AA;Adult Arrest;320;;;;4200    CAMPBELL                     DR;;339.959;-1.184.255
201507176;03/05/2020 0:00;03/02/2020 0:00;1130;15;N Hollywood;1543;2;745;VANDALISM - MISDEAMEANOR ($399 OR UNDER);329;54;F;O;222;LAUNDROMAT;;;AO;Adult Other;745;;;;12300    CHANDLER                     BL;;341.687;-1.184.011
201600624;04/04/2020 0:00;04/03/2020 0:00;2000;16;Foothill;1638;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER);0344 1606 1402;45;M;O;101;STREET;;;IC;Invest Cont;420;998;;;10500    REDMONT                      AV;;342.596;-1.182.923
201906618;02/23/2020 12:00:00 AM;02/23/2020 12:00:00 AM;1220;19;Mission;1982;2;626;INTIMATE PARTNER - SIMPLE ASSAULT;2000 1814 0416;37;F;H;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other;626;;;;8700    MEMORY PARK                  AV;;342.286;-1.184.644
201817941;09/28/2020 12:00:00 AM;09/28/2020 12:00:00 AM;1400;18;Southeast;1834;2;745;VANDALISM - MISDEAMEANOR ($399 OR UNDER);0913 0329 1300;60;F;B;122;VEHICLE, PASSENGER/TRUCK;500;UNKNOWN WEAPON/OTHER WEAPON;IC;Invest Cont;745;;;;900 E  107TH                        ST;;339.393;-1.182.587
201415115;08/07/2020 0:00;08/07/2020 0:00;950;14;Pacific;1445;1;210;ROBBERY;0945 2004 0443 1822;0;X;X;252;COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.);511;VERBAL THREAT;IC;Invest Cont;210;;;;12400    VENICE                       BL;;340.034;-118.434
202109148;05/11/2020 0:00;05/11/2020 0:00;10;21;Topanga;2148;1;341;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD;344;37;M;H;503;HOTEL;;;IC;Invest Cont;341;;;;20100    VANOWEN                      ST;;341.938;-118.571
201512739;07/16/2020 12:00:00 AM;07/14/2020 12:00:00 AM;1340;15;N Hollywood;1526;2;662;BUNCO, GRAND THEFT;701;57;F;W;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;662;;;;6000    HAZELHURST                   PL;;341.794;-1.183.856
201913290;08/14/2020 12:00:00 AM;08/14/2020 12:00:00 AM;2340;19;Mission;1983;2;626;INTIMATE PARTNER - SIMPLE ASSAULT;2000 0416 1813;39;F;H;102;SIDEWALK;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AA;Adult Arrest;626;;;;8500    COLUMBUS                     AV;;342.246;-1.184.654
201413116;06/30/2020 12:00:00 AM;06/24/2020 12:00:00 AM;1315;14;Pacific;1413;1;331;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER);344;65;F;W;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;331;;;;500    WESTMINSTER                  AV;;339.928;-1.184.697
201914382;09/10/2020 0:00;09/10/2020 0:00;1920;19;Mission;1964;2;626;INTIMATE PARTNER - SIMPLE ASSAULT;1813 2000 0444;27;F;H;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AA;Adult Arrest;626;;;;9200    VAN NUYS                     BL;;342.389;-1.184.536
202108541;04/22/2020 12:00:00 AM;04/21/2020 12:00:00 AM;1730;21;Topanga;2158;1;320;BURGLARY, ATTEMPTED;1607;24;M;O;203;OTHER BUSINESS;;;IC;Invest Cont;320;;;;6100    VARIEL                       AV;;341.811;-1.185.928
201409434;04/09/2020 0:00;04/07/2020 0:00;900;14;Pacific;1441;1;510;VEHICLE - STOLEN;;0;;;707;GARAGE/CARPORT;;;IC;Invest Cont;510;;;;400    HOWLAND CANAL                CT;;339.837;-1.184.657
201314032;07/16/2020 12:00:00 AM;07/14/2020 12:00:00 AM;1930;13;Newton;1364;2;624;BATTERY - SIMPLE ASSAULT;416;25;M;H;203;OTHER BUSINESS;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;624;;;;4700 S  CENTRAL                      AV;;340.011;-1.182.565
201605403;02/03/2020 0:00;02/02/2020 0:00;2000;16;Foothill;1663;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER);344;30;M;H;108;PARKING LOT;;;IC;Invest Cont;420;;;;9000    LAUREL CANYON                BL;;342.333;-1.184.052
201407229;02/25/2020 12:00:00 AM;02/17/2020 12:00:00 AM;155;14;Pacific;1427;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS);329;25;M;W;101;STREET;;;IC;Invest Cont;740;;;;11100    NATIONAL                     BL;;340.282;-1.184.265
201509634;05/06/2020 0:00;05/05/2020 0:00;900;15;N Hollywood;1585;1;510;VEHICLE - STOLEN;;0;;;108;PARKING LOT;;;IC;Invest Cont;510;;;;4100    ARCH                         DR;;341.412;-1.183.722
202106705;02/28/2020 12:00:00 AM;02/28/2020 12:00:00 AM;1;21;Topanga;2129;1;330;BURGLARY FROM VEHICLE;385;31;M;V;104;DRIVEWAY;;;IC;Invest Cont;330;;;;LUBAO;INGOMAR;342.119;-1.185.679
201812155;06/05/2020 0:00;06/02/2020 0:00;2100;18;Southeast;1801;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS);1822 0329;30;F;B;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);500;UNKNOWN WEAPON/OTHER WEAPON;IC;Invest Cont;740;;;;8700 S  VERMONT                      AV;;33.959;-1.182.915
202018968;12/30/2020 12:00:00 AM;12/30/2020 12:00:00 AM;2120;20;Olympic;2024;2;626;INTIMATE PARTNER - SIMPLE ASSAULT;2000 1814 0913 0416;49;M;W;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;626;;;;500 S  ARDMORE                      AV;;340.642;-1.183.016
201707953;04/04/2020 0:00;04/03/2020 0:00;1915;17;Devonshire;1756;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER);1606 1251 0344;27;F;O;108;PARKING LOT;;;IC;Invest Cont;420;;;;17800    LASSEN                       ST;;34.254;-1.185.128
202104985;01/22/2020 12:00:00 AM;01/21/2020 12:00:00 AM;1500;21;Topanga;2146;1;440;THEFT PLAIN - PETTY ($950 & UNDER);344;24;M;B;102;SIDEWALK;;;IC;Invest Cont;440;;;;7100    OWENSMOUTH                   AV;;341.992;-1.186.016
